date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
2000-02-11T00:00:00.000Z,108.75,114.12,108.25,113.62,1895100,0.8189931512,0.8594344682,0.8152276654,0.8556689824,212251412,0.0,1.0
2000-02-14T00:00:00.000Z,115.81,115.87,108.62,109.31,3281600,0.87216181,0.8726136683,0.8180141249,0.8232104952,367539567,0.0,1.0
2000-02-15T00:00:00.000Z,119.0,119.94,115.19,115.25,4337000,0.8961856091,0.9032647223,0.8674926077,0.867944466,485744485,0.0,1.0
2000-02-16T00:00:00.000Z,114.12,118.12,112.12,117.75,3377200,0.8594344682,0.8895583542,0.8443725252,0.8867718947,378246778,0.0,1.0
2000-02-17T00:00:00.000Z,114.87,115.5,113.12,115.19,2584800,0.8650826968,0.8698272088,0.8519034967,0.8674926077,289497889,0.0,1.0
2000-02-18T00:00:00.000Z,111.25,115.37,110.87,114.62,2084300,0.8378205799,0.8688481825,0.8349588108,0.8631999539,233441833,0.0,1.0
2000-02-22T00:00:00.000Z,113.81,116.94,106.69,110.12,3770500,0.857099867,0.8806718078,0.8034793499,0.8293105821,422296422,0.0,1.0
2000-02-23T00:00:00.000Z,116.25,119.0,111.0,113.23,4224100,0.8754754375,0.8961856091,0.8359378371,0.8527319035,473099673,0.0,1.0
2000-02-24T00:00:00.000Z,115.2,119.12,111.75,117.31,3361000,0.8675679174,0.8970893257,0.8415860657,0.8834582673,376432376,0.0,1.0
2000-02-25T00:00:00.000Z,110.37,117.0,110.12,114.81,2224500,0.831193325,0.8811236661,0.8293105821,0.8646308385,249144249,0.0,1.0
2000-02-28T00:00:00.000Z,113.25,115.0,108.37,110.12,2931500,0.852882523,0.8660617231,0.816131382,0.8293105821,328328328,0.0,1.0
2000-02-29T00:00:00.000Z,114.62,117.25,112.56,113.56,3294300,0.8631999539,0.883006409,0.8476861526,0.8552171241,368961968,0.0,1.0
2000-03-01T00:00:00.000Z,130.31,132.06,118.5,118.56,9616100,0.9813608968,0.994540097,0.8924201234,0.8928719817,1077004277,0.0,1.0
2000-03-02T00:00:00.000Z,122.0,127.94,120.69,127.0,2779100,0.9187785236,0.9635124944,0.908912951,0.9564333812,311259511,0.0,1.0
2000-03-03T00:00:00.000Z,128.0,128.23,120.0,124.87,2887200,0.9639643527,0.9656964761,0.9037165806,0.9403924118,323366723,0.0,1.0
2000-03-06T00:00:00.000Z,125.69,129.13,125.0,126.0,1880000,0.9465678085,0.9724743505,0.9413714381,0.9489024096,210560210,0.0,1.0
2000-03-07T00:00:00.000Z,122.87,127.44,121.12,126.44,2437600,0.9253304688,0.9597470086,0.9121512687,0.9522160371,273011473,0.0,1.0
2000-03-08T00:00:00.000Z,122.0,123.94,118.56,122.87,2421700,0.9187785236,0.9333886083,0.8928719817,0.9253304688,271230671,0.0,1.0
2000-03-09T00:00:00.000Z,122.25,125.0,118.25,120.87,2470700,0.9206612665,0.9413714381,0.8905373805,0.9102685258,276718676,0.0,1.0
2000-03-10T00:00:00.000Z,125.75,127.94,121.0,121.69,2219700,0.9470196668,0.9635124944,0.9112475521,0.9164439225,248606648,0.0,1.0
2000-03-13T00:00:00.000Z,121.31,126.5,119.5,122.12,2713900,0.9135821533,0.9526678954,0.8999510949,0.9196822402,303957103,0.0,1.0
2000-03-14T00:00:00.000Z,114.25,124.25,114.0,121.22,3826600,0.8604134945,0.9357232095,0.8585307516,0.9129043659,428579628,0.0,1.0
2000-03-15T00:00:00.000Z,116.25,120.25,114.12,115.62,3960800,0.8754754375,0.9055993235,0.8594344682,0.8707309254,443610043,0.0,1.0
2000-03-16T00:00:00.000Z,121.56,122.0,114.5,117.31,3375900,0.9154648962,0.9187785236,0.8622962373,0.8834582673,378101178,0.0,1.0
2000-03-17T00:00:00.000Z,125.0,125.0,119.62,120.12,2723600,0.9413714381,0.9413714381,0.9008548114,0.9046202972,305043505,0.0,1.0
2000-03-20T00:00:00.000Z,123.0,126.25,122.37,123.5,1825800,0.9263094951,0.9507851525,0.9215649831,0.9300749809,204489804,0.0,1.0
2000-03-21T00:00:00.000Z,134.94,136.75,121.62,122.56,4681500,1.0162292949,1.0298603533,0.9159167545,0.9229958677,524328524,0.0,1.0
2000-03-22T00:00:00.000Z,144.19,144.38,131.56,132.78,5071400,1.0858907813,1.0873216659,0.9907746112,0.9999623965,567997367,0.0,1.0
2000-03-23T00:00:00.000Z,141.31,150.38,140.0,142.0,5022900,1.0642015834,1.1325074949,1.0543360107,1.0693979537,562565362,0.0,1.0
2000-03-24T00:00:00.000Z,138.69,143.94,135.5,142.44,3990300,1.044470438,1.0840080385,1.0204466389,1.0727115812,446914046,0.0,1.0
2000-03-27T00:00:00.000Z,139.56,144.75,136.88,137.63,2492700,1.0510223833,1.0901081254,1.0308393796,1.0364876083,279182679,0.0,1.0
2000-03-28T00:00:00.000Z,139.13,142.0,137.13,137.25,1812200,1.0477840655,1.0693979537,1.0327221225,1.0336258391,202966602,0.0,1.0
2000-03-29T00:00:00.000Z,135.94,139.44,133.83,139.38,2141400,1.0237602664,1.0501186667,1.0078699165,1.0496668084,239837039,0.0,1.0
2000-03-30T00:00:00.000Z,125.75,137.69,125.44,133.56,3700000,0.9470196668,1.0369394665,0.9446850656,1.0058365542,414400414,0.0,1.0
2000-03-31T00:00:00.000Z,135.81,137.25,126.0,127.44,3612800,1.0227812401,1.0336258391,0.9489024096,0.9597470086,404634004,0.0,1.0
2000-04-03T00:00:00.000Z,133.31,139.5,129.44,135.5,2933600,1.0039538114,1.050570525,0.9748089516,1.0204466389,328563528,0.0,1.0
2000-04-04T00:00:00.000Z,127.31,133.0,116.75,132.63,5895800,0.9587679823,1.0016192102,0.8792409232,0.9988327507,660330260,0.0,1.0
2000-04-05T00:00:00.000Z,130.38,132.88,124.0,126.47,4086300,0.9818880648,1.0007154936,0.9338404666,0.9524419663,457666057,0.0,1.0
2000-04-06T00:00:00.000Z,125.19,134.5,123.25,130.63,2318100,0.9428023227,1.0129156674,0.928192238,0.9837708077,259627459,0.0,1.0
2000-04-07T00:00:00.000Z,131.75,131.88,125.5,127.25,2164600,0.9922054958,0.9931845221,0.9451369239,0.958316124,242435442,0.0,1.0
2000-04-10T00:00:00.000Z,125.0,132.75,124.75,131.69,1895200,0.9413714381,0.9997364673,0.9394886953,0.9917536375,212262612,0.0,1.0
2000-04-11T00:00:00.000Z,119.44,124.87,118.06,123.5,4837700,0.8994992366,0.9403924118,0.8891064959,0.9300749809,541822941,0.0,1.0
2000-04-12T00:00:00.000Z,109.25,119.0,104.87,119.0,8403000,0.8227586369,0.8961856091,0.7897729817,0.8961856091,941136941,0.0,1.0
2000-04-13T00:00:00.000Z,113.81,120.0,108.5,111.5,4730600,0.857099867,0.9037165806,0.8171104083,0.8397033228,529827729,0.0,1.0
2000-04-14T00:00:00.000Z,111.87,118.0,109.0,109.31,5960900,0.8424897823,0.8886546376,0.8208758941,0.8232104952,667621467,0.0,1.0
2000-04-17T00:00:00.000Z,123.87,123.94,109.06,109.5,3656800,0.9328614403,0.9333886083,0.8213277524,0.8246413798,409562009,0.0,1.0
2000-04-18T00:00:00.000Z,126.87,126.87,119.37,123.5,3490400,0.9554543549,0.9554543549,0.8989720686,0.9300749809,390925190,0.0,1.0
2000-04-19T00:00:00.000Z,121.12,130.25,119.75,126.19,4644200,0.9121512687,0.9809090385,0.9018338377,0.9503332942,520150920,0.0,1.0
2000-04-20T00:00:00.000Z,118.87,124.75,117.06,123.69,6447500,0.8952065828,0.9394886953,0.8815755244,0.9315058655,722120722,0.0,1.0
2000-04-24T00:00:00.000Z,120.5,120.5,114.75,115.0,3960900,0.9074820664,0.9074820664,0.8641789802,0.8660617231,443621243,0.0,1.0
2000-04-25T00:00:00.000Z,128.31,128.75,122.06,122.12,3496800,0.9662989538,0.9696125813,0.9192303819,0.9196822402,391641991,0.0,1.0
2000-04-26T00:00:00.000Z,121.31,128.0,120.0,126.62,3276000,0.9135821533,0.9639643527,0.9037165806,0.953571612,366912366,0.0,1.0
2000-04-27T00:00:00.000Z,126.75,127.0,116.58,117.19,2916100,0.9545506383,0.9564333812,0.8779606581,0.8825545507,326603526,0.0,1.0
2000-04-28T00:00:00.000Z,124.06,127.5,121.31,127.12,2228400,0.9342923249,0.9601988669,0.9135821533,0.9573370977,249581049,0.0,1.0
2000-05-01T00:00:00.000Z,124.31,125.12,121.87,124.87,2019600,0.9361750678,0.9422751547,0.9177994973,0.9403924118,226195426,0.0,1.0
2000-05-02T00:00:00.000Z,117.87,126.25,117.5,123.25,2111000,0.8876756113,0.9507851525,0.8848891519,0.928192238,236432236,0.0,1.0
2000-05-03T00:00:00.000Z,115.06,121.25,111.62,118.94,4373200,0.8665135814,0.913130295,0.8406070394,0.8957337508,489798889,0.0,1.0
2000-05-04T00:00:00.000Z,110.69,115.25,110.56,115.12,3567100,0.8336032359,0.867944466,0.8326242096,0.8669654397,399515599,0.0,1.0
2000-05-05T00:00:00.000Z,113.12,114.75,110.72,110.81,2536400,0.8519034967,0.8641789802,0.8338291651,0.8345069525,284077084,0.0,1.0
2000-05-08T00:00:00.000Z,110.12,113.69,110.0,112.09,1650900,0.8293105821,0.8561961504,0.8284068656,0.844146596,184900984,0.0,1.0
2000-05-09T00:00:00.000Z,105.44,111.25,104.87,110.31,2920900,0.7940656355,0.8378205799,0.7897729817,0.8307414667,327141127,0.0,1.0
2000-05-10T00:00:00.000Z,99.31,105.0,98.75,104.06,4777600,0.7479007802,0.790752008,0.7436834361,0.7836728948,535091735,0.0,1.0
2000-05-11T00:00:00.000Z,102.81,104.25,99.0,101.37,4462000,0.7742591804,0.7851037794,0.745566179,0.7634145815,499744499,0.0,1.0
2000-05-12T00:00:00.000Z,107.62,110.5,104.77,106.0,2740300,0.8104831534,0.8321723513,0.7890198846,0.7982829795,306913906,0.0,1.0
2000-05-15T00:00:00.000Z,101.0,108.06,100.12,108.06,6061900,0.760628122,0.8137967808,0.7540008671,0.8137967808,678933478,0.0,1.0
2000-05-16T00:00:00.000Z,105.69,109.06,102.75,104.52,3932600,0.7959483784,0.8213277524,0.7738073222,0.7871371417,440451640,0.0,1.0
2000-05-17T00:00:00.000Z,101.37,103.69,100.37,103.62,3554400,0.7634145815,0.7808864354,0.75588361,0.7803592674,398093198,0.0,1.0
2000-05-18T00:00:00.000Z,100.75,104.94,100.62,103.0,3337300,0.7587453791,0.7903001498,0.7577663528,0.775690065,373777973,0.0,1.0
2000-05-19T00:00:00.000Z,94.0,99.25,93.37,99.25,6613100,0.7079113215,0.7474489219,0.7031668094,0.7474489219,740667940,0.0,1.0
2000-05-22T00:00:00.000Z,89.94,93.75,86.0,93.75,6745600,0.6773355772,0.7060285786,0.6476635494,0.7060285786,755507955,0.0,1.0
2000-05-23T00:00:00.000Z,85.81,93.37,85.62,90.5,4621300,0.6462326649,0.7031668094,0.6448017803,0.6815529212,517586117,0.0,1.0
2000-05-24T00:00:00.000Z,87.69,89.75,83.0,86.19,6057700,0.6603908913,0.6759046926,0.6250706349,0.649094434,678463078,0.0,1.0
2000-05-25T00:00:00.000Z,87.27,92.66,86.0,88.5,3631700,0.6572278833,0.6978198197,0.6476635494,0.6664909782,406750806,0.0,1.0
2000-05-26T00:00:00.000Z,86.37,89.87,85.25,88.0,1617400,0.6504500089,0.6768084092,0.6420153208,0.6627254925,181148981,0.0,1.0
2000-05-30T00:00:00.000Z,87.56,88.12,81.75,87.62,6366600,0.659411865,0.663629209,0.6156569205,0.6598637233,713059913,0.0,1.0
2000-05-31T00:00:00.000Z,84.0,91.25,83.81,86.87,3870600,0.6326016064,0.6872011498,0.6311707218,0.6542154947,433507633,0.0,1.0
2000-06-01T00:00:00.000Z,89.12,89.56,80.37,81.75,8070000,0.6711601805,0.674473808,0.6052641799,0.6156569205,903840903,0.0,1.0
2000-06-02T00:00:00.000Z,92.56,99.75,89.0,93.75,7079000,0.6970667225,0.7512144076,0.670256464,0.7060285786,792848792,0.0,1.0
2000-06-05T00:00:00.000Z,91.31,95.25,89.69,93.31,2889900,0.6876530081,0.7173250359,0.6754528343,0.7027149511,323669123,0.0,1.0
2000-06-06T00:00:00.000Z,92.87,96.75,90.31,91.97,4691800,0.6994013237,0.7286214931,0.6801220366,0.6926234493,525482125,0.0,1.0
2000-06-07T00:00:00.000Z,96.56,97.0,91.62,93.62,3009100,0.7271906085,0.730504236,0.6899876093,0.7050495523,337019537,0.0,1.0
2000-06-08T00:00:00.000Z,94.81,98.5,93.12,97.62,2129700,0.7140114084,0.7418006933,0.7012840666,0.7351734383,238526638,0.0,1.0
2000-06-09T00:00:00.000Z,95.75,97.94,94.37,96.75,2253200,0.7210905216,0.7375833492,0.7106977809,0.7286214931,252358652,0.0,1.0
2000-06-12T00:00:00.000Z,91.19,96.44,90.87,96.37,2592300,0.6867492916,0.726286892,0.6843393807,0.725759724,290337890,0.0,1.0
2000-06-13T00:00:00.000Z,94.5,94.69,88.19,91.19,3138000,0.7116768072,0.7131076918,0.664156377,0.6867492916,351456351,0.0,1.0
2000-06-14T00:00:00.000Z,90.44,96.25,90.12,94.69,2477200,0.6811010629,0.7248560074,0.678691152,0.7131076918,277446677,0.0,1.0
2000-06-15T00:00:00.000Z,92.37,93.37,89.0,91.25,2219400,0.6956358379,0.7031668094,0.670256464,0.6872011498,248573048,0.0,1.0
2000-06-16T00:00:00.000Z,91.19,93.75,89.06,93.5,2710400,0.6867492916,0.7060285786,0.6707083222,0.7041458357,303565103,0.0,1.0
2000-06-19T00:00:00.000Z,96.62,97.87,89.81,90.56,3517900,0.7276424668,0.7370561812,0.6763565509,0.6820047795,394005194,0.0,1.0
2000-06-20T00:00:00.000Z,101.25,103.94,98.37,98.5,4476700,0.7625108649,0.7827691782,0.740821667,0.7418006933,501390901,0.0,1.0
2000-06-21T00:00:00.000Z,55.63,56.94,50.31,50.5,4375000,0.8378958897,0.857627035,0.7577663528,0.760628122,245000245,0.0,2.0
2000-06-22T00:00:00.000Z,53.75,57.63,53.56,55.75,8352000,0.8095794368,0.8680197757,0.8067176676,0.8397033228,467712467,0.0,1.0
2000-06-23T00:00:00.000Z,51.69,54.63,50.81,53.78,3660100,0.7785518342,0.8228339467,0.7652973244,0.8100312951,204965804,0.0,1.0
2000-06-26T00:00:00.000Z,54.13,54.75,52.13,52.5,3309900,0.8153029751,0.8246413798,0.7851790891,0.790752008,185354585,0.0,1.0
2000-06-27T00:00:00.000Z,51.75,55.5,51.63,53.78,3633400,0.7794555508,0.8359378371,0.7776481176,0.8100312951,203470603,0.0,1.0
2000-06-28T00:00:00.000Z,54.44,55.38,51.5,53.31,5114800,0.8199721775,0.8341304039,0.775690065,0.8029521819,286429086,0.0,1.0
2000-06-29T00:00:00.000Z,51.25,53.94,51.06,53.06,3636800,0.7719245793,0.812441206,0.7690628101,0.7991866961,203661003,0.0,1.0
2000-06-30T00:00:00.000Z,52.38,54.94,51.69,52.81,5769600,0.7889445749,0.827503149,0.7785518342,0.7954212104,323097923,0.0,1.0
2000-07-03T00:00:00.000Z,53.31,54.31,52.13,52.13,1264800,0.8029521819,0.8180141249,0.7851790891,0.7851790891,70828870,0.0,1.0
2000-07-05T00:00:00.000Z,51.63,55.19,50.75,53.25,4736000,0.7776481176,0.8312686347,0.7643936078,0.8020484653,265216265,0.0,1.0
2000-07-06T00:00:00.000Z,51.81,52.94,49.63,52.5,5527600,0.7803592674,0.797379263,0.7475242316,0.790752008,309545909,0.0,1.0
2000-07-07T00:00:00.000Z,54.44,54.81,52.13,52.59,4707200,0.8199721775,0.8255450964,0.7851790891,0.7921075829,263603463,0.0,1.0
2000-07-10T00:00:00.000Z,57.13,58.25,53.75,54.09,7103500,0.8604888042,0.8773581803,0.8095794368,0.8147004974,397796397,0.0,1.0
2000-07-11T00:00:00.000Z,56.94,59.25,55.44,57.0,6391000,0.857627035,0.8924201234,0.8350341205,0.8585307516,357896357,0.0,1.0
2000-07-12T00:00:00.000Z,58.88,58.94,56.38,58.13,4025600,0.8868472044,0.887750921,0.8491923469,0.8755507472,225433825,0.0,1.0
2000-07-13T00:00:00.000Z,56.5,60.63,54.75,58.5,7958200,0.8509997801,0.9132056047,0.8246413798,0.8811236661,445659645,0.0,1.0
2000-07-14T00:00:00.000Z,57.69,59.0,56.88,57.13,3397800,0.8689234923,0.8886546376,0.8567233184,0.8604888042,190276990,0.0,1.0
2000-07-17T00:00:00.000Z,58.31,58.81,57.13,58.25,4642900,0.8782618969,0.8857928684,0.8604888042,0.8773581803,260002660,0.0,1.0
2000-07-18T00:00:00.000Z,57.25,58.88,56.88,58.5,5685800,0.8622962373,0.8868472044,0.8567233184,0.8811236661,318405118,0.0,1.0
2000-07-19T00:00:00.000Z,52.69,56.81,51.75,55.19,8176300,0.7936137772,0.8556689824,0.7794555508,0.8312686347,457873257,0.0,1.0
2000-07-20T00:00:00.000Z,55.13,57.06,54.13,55.0,8313800,0.8303649182,0.8594344682,0.8153029751,0.8284068656,465573265,0.0,1.0
2000-07-21T00:00:00.000Z,53.56,55.63,52.94,54.36,3504200,0.8067176676,0.8378958897,0.797379263,0.818767222,196235396,0.0,1.0
2000-07-24T00:00:00.000Z,48.69,52.88,47.5,52.56,7360200,0.7333660052,0.7964755464,0.715442293,0.7916557246,412171612,0.0,1.0
2000-07-25T00:00:00.000Z,50.06,50.63,49.06,50.31,3778700,0.7540008671,0.7625861746,0.7389389241,0.7577663528,211607411,0.0,1.0
2000-07-26T00:00:00.000Z,50.06,51.25,49.25,49.84,3758400,0.7540008671,0.7719245793,0.7418006933,0.7506872396,210470610,0.0,1.0
2000-07-27T00:00:00.000Z,52.0,53.25,49.88,50.0,5267600,0.7832210365,0.8020484653,0.7512897174,0.7530971505,294985894,0.0,1.0
2000-07-28T00:00:00.000Z,48.31,52.5,46.88,52.28,4248100,0.7276424668,0.790752008,0.7061038883,0.7874383806,237893837,0.0,1.0
2000-07-31T00:00:00.000Z,50.81,51.63,48.75,49.16,2773200,0.7652973244,0.7776481176,0.7342697218,0.7404451184,155299355,0.0,1.0
2000-08-01T00:00:00.000Z,49.31,51.16,49.25,50.31,2451500,0.7427044098,0.7705690044,0.7418006933,0.7577663528,137284137,0.0,1.0
2000-08-02T00:00:00.000Z,47.25,49.94,47.19,49.0,2899200,0.7116768072,0.7521934339,0.7107730907,0.7380352075,162355362,0.0,1.0
2000-08-03T00:00:00.000Z,48.0,48.06,44.25,45.56,6069600,0.7229732645,0.7238769811,0.6664909782,0.6862221235,339897939,0.0,1.0
2000-08-04T00:00:00.000Z,47.38,51.25,46.31,49.47,4698600,0.7136348598,0.7719245793,0.6975185808,0.7451143207,263121863,0.0,1.0
2000-08-07T00:00:00.000Z,47.94,49.06,47.19,47.88,3345500,0.7220695479,0.7389389241,0.7107730907,0.7211658313,187348187,0.0,1.0
2000-08-08T00:00:00.000Z,46.75,48.0,46.31,47.94,3154900,0.7041458357,0.7229732645,0.6975185808,0.7220695479,176674576,0.0,1.0
2000-08-09T00:00:00.000Z,47.5,48.44,47.25,48.13,6779300,0.715442293,0.7296005194,0.7116768072,0.7249313171,379641179,0.0,1.0
2000-08-10T00:00:00.000Z,47.56,48.44,47.38,48.0,4494900,0.7163460096,0.7296005194,0.7136348598,0.7229732645,251714651,0.0,1.0
2000-08-11T00:00:00.000Z,47.69,48.0,45.56,46.84,4251000,0.7183040622,0.7229732645,0.6862221235,0.7055014106,238056238,0.0,1.0
2000-08-14T00:00:00.000Z,47.06,47.69,46.31,47.59,2797500,0.7088150381,0.7183040622,0.6975185808,0.7167978679,156660156,0.0,1.0
2000-08-15T00:00:00.000Z,46.69,47.94,46.5,47.25,2039300,0.7032421192,0.7220695479,0.70038035,0.7116768072,114200914,0.0,1.0
2000-08-16T00:00:00.000Z,48.5,49.0,46.81,46.88,2565600,0.730504236,0.7380352075,0.7050495523,0.7061038883,143673743,0.0,1.0
2000-08-17T00:00:00.000Z,51.44,52.44,48.31,48.38,4837500,0.7747863484,0.7898482915,0.7276424668,0.7286968028,270900270,0.0,1.0
2000-08-18T00:00:00.000Z,50.0,51.81,49.88,51.38,3396000,0.7530971505,0.7803592674,0.7512897174,0.7738826319,190176190,0.0,1.0
2000-08-21T00:00:00.000Z,50.5,51.56,49.63,50.25,2401200,0.760628122,0.7765937816,0.7475242316,0.7568626363,134467334,0.0,1.0
2000-08-22T00:00:00.000Z,51.69,52.81,50.38,50.63,4942900,0.7785518342,0.7954212104,0.7588206889,0.7625861746,276802676,0.0,1.0
2000-08-23T00:00:00.000Z,54.31,54.75,51.06,51.47,4229700,0.8180141249,0.8246413798,0.7690628101,0.7752382067,236863436,0.0,1.0
2000-08-24T00:00:00.000Z,56.11,56.63,53.38,54.67,5549400,0.8451256223,0.8529578327,0.8040065179,0.8234364244,310766710,0.0,1.0
2000-08-25T00:00:00.000Z,56.81,57.5,56.38,56.5,5972500,0.8556689824,0.8660617231,0.8491923469,0.8509997801,334460334,0.0,1.0
2000-08-28T00:00:00.000Z,58.06,59.0,57.06,57.25,6410800,0.8744964112,0.8886546376,0.8594344682,0.8622962373,359005159,0.0,1.0
2000-08-29T00:00:00.000Z,59.19,59.44,57.69,57.88,4768400,0.8915164068,0.8952818925,0.8689234923,0.8717852614,267030667,0.0,1.0
2000-08-30T00:00:00.000Z,59.5,60.0,58.7,59.0,5096300,0.8961856091,0.9037165806,0.8841360547,0.8886546376,285393085,0.0,1.0
2000-08-31T00:00:00.000Z,60.94,61.5,58.94,58.97,7492800,0.917874807,0.9263094951,0.887750921,0.8882027793,419597219,0.0,1.0
2000-09-01T00:00:00.000Z,63.44,63.63,61.13,61.31,4587000,0.9555296646,0.9583914337,0.9207365762,0.923447726,256872256,0.0,1.0
2000-09-05T00:00:00.000Z,62.44,64.12,62.25,62.66,5332900,0.9404677216,0.9657717858,0.9376059524,0.943781349,298642698,0.0,1.0
2000-09-06T00:00:00.000Z,58.44,62.38,57.75,61.38,6346500,0.8802199495,0.939564005,0.8698272088,0.924502062,355404355,0.0,1.0
2000-09-07T00:00:00.000Z,62.0,62.56,58.25,59.13,3883300,0.9338404666,0.9422751547,0.8773581803,0.8906126902,217465017,0.0,1.0
2000-09-08T00:00:00.000Z,58.88,61.63,58.5,61.63,3491400,0.8868472044,0.9282675477,0.8811236661,0.9282675477,195518595,0.0,1.0
2000-09-11T00:00:00.000Z,58.44,60.38,58.13,58.69,3346100,0.8802199495,0.909440119,0.8755507472,0.8839854353,187381787,0.0,1.0
2000-09-12T00:00:00.000Z,57.75,60.06,57.0,57.34,3357100,0.8698272088,0.9046202972,0.8585307516,0.8636518122,187997787,0.0,1.0
2000-09-13T00:00:00.000Z,58.0,59.5,56.75,56.75,5464000,0.8735926946,0.8961856091,0.8547652658,0.8547652658,305984305,0.0,1.0
2000-09-14T00:00:00.000Z,56.86,59.63,56.81,58.56,7617000,0.8564220796,0.8981436617,0.8556689824,0.8820273827,426552426,0.0,1.0
2000-09-15T00:00:00.000Z,55.23,58.19,54.25,57.75,7044900,0.8318711125,0.8764544638,0.8171104083,0.8698272088,394514794,0.0,1.0
2000-09-18T00:00:00.000Z,60.66,60.75,55.06,55.25,7581000,0.913657463,0.9150130379,0.8293105821,0.8321723513,424536424,0.0,1.0
2000-09-19T00:00:00.000Z,59.94,60.5,58.56,59.75,4848400,0.902812864,0.9112475521,0.8820273827,0.8999510949,271510671,0.0,1.0
